id,title,vote_average,vote_count,revenue,runtime,imdb_id,original_language,overview,popularity,genres,spoken_languages,keywords
196,Back to the Future Part III,7.465,9679,244527583,119,tt0099088,en,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",33.735,"Adventure, Comedy, Science Fiction",English,"california, saloon, sports car, inventor, horseback riding, indian territory, locomotive, time travel, native american, mad scientist, sequel, outlaw, shootout, gunfight, train, wild west, cavalry, 1950s, hoverboard, playful, relaxed, sarcastic"
41154,Men in Black 3,6.51,9675,624026776,106,tt1409024,en,"Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.",35.497,"Action, Comedy, Science Fiction",English,"time travel, time machine, based on comic, alien, buddy cop, fictional government agency, seeing the future, changing history"
294254,Maze Runner: The Scorch Trials,6.7,9669,312296056,131,tt4046784,en,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.",42.487,"Science Fiction, Action, Thriller, Adventure",English,"based on novel or book, escape, resistance, dystopia, maze, post-apocalyptic future, infection, on the run, zombie, storm, disease, desert, sewer, antidote, corporation, virus, runner, city ruin, immunity, based on young adult novel"
600,Full Metal Jacket,8.136,9665,46357676,117,tt0093058,en,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,40.541,"Drama, War","English, Vietnamese","rescue, sniper, vietnam war, suicide, vietnam, helicopter, prostitute, based on novel or book, propaganda, war correspondent, journalism, recruit, infantry, war photographer, boot camp, jungle, sergeant, racism, genocide, fighting, platoon, combat, discipline, u.s. marine, obstacle course, military, anti war, mass grave, blanket party"
495764,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),7.0,9654,205372791,108,tt7713068,en,"Harley Quinn joins forces with a singer, an assassin and a police detective to help a young girl who had a hit placed on her after she stole a rare diamond from a crime lord.",49.33,"Action, Crime",English,"police, pickpocket, chase, joker, psychopath, superhero, nightclub, gang leader, based on comic, breaking the fourth wall, betrayal, vigilante, mobster, organized crime, shootout, female protagonist, orphan, criminal, police officer, police detective, spin off, hyena, held at gunpoint, henchman, exploding body, death of family, crime family, female police officer, nightclub owner, crime lord, woman director, hand to hand combat, vigilantism, suspended cop, murder of family, dc extended universe (dceu), dumped by boyfriend, loss of family, supernatural power, female antihero, vigilantes, betrayal of trust, gotham city, vigilante justice, jailbreak, suspended from job"
510,One Flew Over the Cuckoo's Nest,8.42,9650,108981275,133,tt0073486,en,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.",36.673,Drama,English,"mentally disabled, friendship, based on novel or book, nurse, lunatic asylum, insane asylum, oregon, usa, hospital, medication, female villain, shock treatment"
64688,21 Jump Street,6.878,9650,201585328,109,tt1232829,en,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.",31.405,"Action, Comedy, Crime",English,"drug dealer, high school, investigation, nerd, male friendship, parody, jock, crude humor, undercover cop, high school student, police academy, buddy cop, buddy comedy, duringcreditsstinger, high school rivalry, bicycle cop, based on tv series, backstory, cops, party drugs, high school classmates"
59967,Looper,6.877,9606,47042000,118,tt1276104,en,"In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination.",31.34,"Action, Thriller, Science Fiction",English,"future, suicide, assassin, dystopia, drug addiction, time travel, retirement, tragedy, murder, organized crime, execution, criminal, contract killer, neo-noir, 2040s"
629,The Usual Suspects,8.195,9604,23341568,106,tt0114814,en,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",30.858,"Drama, Crime, Thriller","Spanish, English, French, Hungarian","new york city, relatives, heist, gay interest, flashback, police corruption, whodunit, theft, criminal, criminal mastermind, cargo ship, mind game, neo-noir, mystery villain"
1949,Zodiac,7.5,9597,84785914,157,tt0443706,en,A cartoonist teams up with an ace reporter and a law enforcement officer to track down an elusive serial killer.,36.465,"Crime, Drama, Mystery, Thriller",English,"newspaper, journalist, california, based on novel or book, police, san francisco, california, killing, detective, 1970s, investigation, victim, code, murder, serial killer, crime scene, reporter, whodunit, alcoholic, young man, fourth of july, newspaper article, cartoonist, 1960s, zodiac killer, bar"
787,Mr. & Mrs. Smith,6.677,9576,487287646,120,tt0356910,en,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.",32.545,"Action, Comedy, Drama, Thriller","English, Spanish","assassin, bomb, hitman, marriage crisis, gun, secret identity, married couple, assault rifle, marriage, decoy, secret agent, dysfunctional marriage, gunfight, bullet wound"
343668,Kingsman: The Golden Circle,6.972,9560,410902662,141,tt4649466,en,"When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",47.359,"Action, Adventure, Comedy","Swedish, English, Italian","saving the world, spy, europe, sequel, secret government organization, agent, statesman, spy universe"
578,Jaws,7.659,9541,470653000,124,tt0073195,en,"When an insatiable great white shark terrorizes the townspeople of Amity Island, the police chief, an oceanographer and a grizzled shark hunter seek to destroy the blood-thirsty beast.",34.492,"Horror, Thriller, Adventure",English,"dying and death, beach, based on novel or book, bathing, shipwreck, fishing, atlantic ocean, shark attack, police chief, ferry boat, animal attack, long island, new york, dead child, creature, skinny dipping, shark, great white shark, dead dog, child killed by animal, fourth of july, severed leg, fishing boat, animal horror, shark cage"
1593,Night at the Museum,6.6,9538,574480841,108,tt0477347,en,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits.",39.701,"Action, Adventure, Comedy, Family, Fantasy","English, Italian, Hebrew","night shift, skeleton, chaos, maya civilization, museum, genghis khan, natural history, dinosaur, based on children's book, magical object, security guard, duringcreditsstinger, pharaoh, inanimate objects come to life"
